player_id,player_name,club,date_joined,date_left,fee,prev_club,next_club,transfer_type,season
55476,Timothy Cathalina,Tranmere,2010-07-01,2011-05-31,,,,,2010/11
82567,Tolani Omotola,Tranmere,2014-07-01,2017-07-01,Trainee,Trainee,Altrincham,Trainee,2014/15
102626,Tom Coughan,Tranmere,2016-07-01,2017-07-01,Unknown,,,Unknown,2016/17
1860,Tom Curtis,Tranmere,2002-08-31,2002-10-30,Loan,Portsmouth,,Loan,2002/03
76807,Tom Davies,Tranmere,2021-06-09,,Free,Bristol R,,Transfer,2021/22
52014,Tom Hateley,Tranmere,2013-07-01,2014-02-14,Signed,Motherwell,Slask Wroclaw,Transfer,2013/14
3021,Tony Grant,Tranmere,1999-09-02,1999-12-19,Loan,Everton,,Loan,1999/00
7874,Tony Thomas,Tranmere,1996-02-01,1997-08-06,Trainee,Trainee,Everton,Trainee,1995/96
8299,Tony Warner,Tranmere,2011-01-01,2011-05-31,Signed,Scunthorpe,Blackpool,Transfer,2010/11
32243,Tyrone Loran,Tranmere,2003-01-04,2003-05-10,Loan,Volendam (old),,Loan,2002/03
32243,Tyrone Loran,Tranmere,2003-05-23,2005-01-22,Signed,Volendam (old),RBC Roosendaal,Transfer,2002/03
102632,Udoyen Akpan,Tranmere,2016-01-01,2017-07-01,,,,,2015/16
122,Wayne Allison,Tranmere,1999-09-03,2002-07-31,300000,Huddersfield,Sheff Utd,Transfer,1999/00
2866,Wayne Gill,Tranmere,2000-07-05,2001-10-12,Free,Blackburn,Oldham,Transfer,2000/01
74874,Will Aimson,Tranmere,2014-11-20,2014-12-20,Loan,Hull,,Loan,2014/15
65293,Will Vaulks,Tranmere,2012-07-01,2013-07-01,Youth,,Falkirk,Trainee,2012/13
44204,Zoumana Bakayogo,Tranmere,2009-07-01,2013-07-22,Free,Millwall,Leicester,Transfer,2009/10
44204,Zoumana Bakayogo,Tranmere,2018-07-09,2019-08-01,Free,Crewe,Notts Co,Transfer,2018/19
